City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,tahe,52.3333,124.7333,-10.26,94,11,1.57,CN,1667760226
271,hamilton,39.1834,-84.5333,22.07,49,0,5.66,US,1667760005
272,jalu,29.0331,21.5482,19.34,34,0,4.43,LY,1667760227
273,iquitos,-3.7481,-73.2472,33.02,49,40,2.06,PE,1667760228
274,payyannur,12.1,75.2,24.09,90,95,1.47,IN,1667760229
275,te anau,-45.4167,167.7167,7.23,83,68,1.11,NZ,1667760229
276,touros,-5.1989,-35.4608,27.78,65,19,6.39,BR,1667760230
277,russell,32.3502,-85.1999,31.09,61,20,0.0,US,1667760231
278,yulara,-25.2406,130.9889,24.04,18,100,5.18,AU,1667760232
279,alice springs,-23.7,133.8833,15.75,27,5,0.0,AU,1667760232
280,narsaq,60.9167,-46.05,3.12,92,100,1.3,GL,1667760233
281,clonakilty,51.6231,-8.8706,8.94,82,14,9.58,IE,1667760233
282,yanam,16.7333,82.2167,22.63,80,0,1.54,IN,1667760147
283,urusha,54.05,122.9,-13.76,97,31,0.91,RU,1667760234
284,la ronge,55.1001,-105.2842,-7.86,67,100,7.2,CA,1667760234
285,kodinsk,58.6881,99.1844,-2.88,95,100,1.48,RU,1667760234
286,san patricio,28.017,-97.5169,30.92,61,81,4.07,US,1667760235
287,bethanien,-26.502,17.1583,20.56,52,100,9.11,NA,1667760235
288,thompson,55.7435,-97.8558,-3.91,86,100,6.17,CA,1667760236
289,gobabis,-22.45,18.9667,25.17,31,100,2.52,NA,1667760236
290,maku,39.2911,44.4521,8.83,47,43,1.49,IR,1667760237
291,gimli,50.6336,-96.9907,3.01,70,100,7.2,CA,1667760237
292,pisco,-13.7,-76.2167,20.57,72,0,4.63,PE,1667760237
293,sungairaya,0.7,108.9,25.16,88,100,2.23,ID,1667760238
294,flin flon,54.7682,-101.865,-5.09,86,100,6.17,CA,1667760238
295,mantua,45.1667,10.7833,11.58,87,20,0.45,IT,1667760239
296,mangai,-4.05,19.5333,20.51,98,100,0.8,CD,1667760239
297,karlstad,59.3793,13.5036,7.31,94,100,3.6,SE,1667760240
298,borova,50.1763,30.1043,5.19,73,100,4.26,UA,1667760240
299,bardiyah,31.7561,25.0865,22.09,41,15,5.37,LY,1667760240
300,barmer,25.75,71.3833,26.01,28,100,3.26,IN,1667760241
301,klaksvik,62.2266,-6.589,8.51,87,100,9.33,FO,1667760241
302,meulaboh,4.1363,96.1285,24.8,86,99,1.34,ID,1667760242
303,husavik,66.0449,-17.3389,3.25,84,91,4.05,IS,1667760243
304,santa barbara,34.7333,-120.0343,19.08,70,100,1.54,US,1667760243
305,anloga,5.7947,0.8973,27.68,78,97,5.39,GH,1667760243
306,camana,-16.6228,-72.7111,20.24,66,0,4.58,PE,1667760244
307,kiunga,-6.1219,141.2906,22.21,100,100,1.17,PG,1667760244
308,juneau,58.3019,-134.4197,-2.0,100,20,3.09,US,1667760042
309,hasaki,35.7333,140.8333,10.12,54,100,3.6,JP,1667760245
310,itarema,-2.9248,-39.9167,28.74,64,88,7.5,BR,1667760246
311,carballo,43.213,-8.691,17.09,91,49,3.72,ES,1667760189
312,zaragoza,41.6561,-0.8773,16.0,51,0,4.12,ES,1667760140
313,shimoda,34.6667,138.95,12.84,71,100,4.31,JP,1667760246
314,moindou,-21.6924,165.677,24.65,84,2,3.46,NC,1667760247
315,andenes,69.3143,16.1194,4.4,65,20,8.23,NO,1667760247
316,aksu,41.1231,80.2644,8.16,37,63,1.32,CN,1667760248
317,sao filipe,14.8961,-24.4956,26.53,66,0,2.79,CV,1667760248
318,bereda,43.2686,-7.5406,12.86,88,4,2.97,ES,1667760249
319,san cristobal,7.7669,-72.225,28.1,65,92,2.17,VE,1667760249
320,umm lajj,25.0213,37.2685,24.28,58,5,3.66,SA,1667760250
321,pacific grove,36.6177,-121.9166,16.68,67,100,3.6,US,1667760251
322,roura,4.7263,-52.3274,25.95,94,75,2.06,GF,1667760251
323,halifax,44.6453,-63.5724,21.94,79,73,8.23,CA,1667759964
324,kieta,-6.2167,155.6333,25.22,87,71,1.96,PG,1667760252
325,bajil,15.0584,43.2851,29.15,58,0,0.17,YE,1667760252
326,lengshuitan,26.4111,111.5956,15.93,66,0,0.4,CN,1667760253
327,ixtapa,20.7,-105.2,27.9,54,0,2.57,MX,1667760253
328,pichayevo,53.2363,42.2032,0.49,79,16,2.35,RU,1667760254
329,lyuban,52.7985,28.0048,6.71,95,100,3.39,BY,1667760254
330,rajaldesar,28.0333,74.4667,24.76,24,82,3.54,IN,1667760255
331,bathurst,-33.4166,149.5806,12.07,93,9,1.3,AU,1667760255
332,vao,-22.6667,167.4833,23.75,84,96,7.72,NC,1667760256
333,mus,39.0,41.75,6.35,49,0,1.38,TR,1667760256
334,samarai,-10.6167,150.6667,27.73,75,77,1.89,PG,1667760257
335,tessalit,20.1986,1.0114,26.41,13,0,3.49,ML,1667760257
336,beringovskiy,63.05,179.3167,-1.83,92,100,2.43,RU,1667760258
337,gorontalo,0.5412,123.0595,24.07,93,99,1.24,ID,1667760258
338,walvis bay,-22.9575,14.5053,18.53,88,100,2.57,NA,1667760259
339,sao gabriel da cachoeira,-0.1303,-67.0892,32.89,52,40,2.06,BR,1667760259
340,obzor,42.8167,27.8833,17.12,79,100,7.65,BG,1667760260
341,marawi,7.9986,124.2928,20.16,95,100,0.83,PH,1667760260
342,chinhoyi,-17.3667,30.2,20.63,74,77,2.71,ZW,1667760261
343,dobson,36.3957,-80.7226,23.73,97,100,2.06,US,1667760261
344,emba,48.8264,58.1442,-3.68,89,19,3.73,KZ,1667760262
345,papara,-3.9839,-38.7273,31.09,64,100,5.12,BR,1667760262
346,aklavik,68.2191,-135.0107,-19.18,85,17,2.86,CA,1667760263
347,hovd,48.0056,91.6419,-0.36,65,100,2.02,MN,1667760263
348,broken hill,-31.95,141.4333,16.35,61,5,2.96,AU,1667760263
349,lakes entrance,-37.8811,147.981,11.76,86,66,2.08,AU,1667760264
350,honiara,-9.4333,159.95,25.07,87,90,1.36,SB,1667760264
351,birao,10.2849,22.7882,26.97,28,100,2.51,CF,1667760265
352,champasak,14.75,106.0,22.5,85,67,0.48,LA,1667760265
353,vanimo,-2.6741,141.3028,25.17,89,100,0.48,PG,1667760266
354,urengoy,65.9667,78.3667,-12.11,98,97,1.59,RU,1667760266
355,hailey,43.5196,-114.3153,6.05,53,75,4.63,US,1667760267
356,caravelas,-17.7125,-39.2481,24.63,58,96,4.97,BR,1667760267
357,thongwa,16.7619,96.5278,26.09,82,0,2.32,MM,1667760267
358,itoman,26.1247,127.6694,23.01,78,100,7.2,JP,1667760268
359,progreso,21.2833,-89.6667,30.62,55,53,5.45,MX,1667760026
360,ossora,59.2353,163.0719,-3.88,83,100,2.97,RU,1667760268
361,magadan,59.5667,150.8,-5.26,78,100,5.95,RU,1667760269
362,nizwa,22.9333,57.5333,25.04,40,74,1.61,OM,1667760269
363,faanui,-16.4833,-151.75,25.51,85,100,9.05,PF,1667760270
364,chippewa falls,44.9369,-91.3929,11.1,41,0,10.29,US,1667760270
365,governador valadares,-18.8511,-41.9494,28.49,38,33,1.16,BR,1667760209
366,polczyn-zdroj,53.7642,16.0957,6.72,77,6,5.66,PL,1667760271
367,torit,4.4133,32.5678,24.88,62,100,1.48,SS,1667760271
368,kuching,1.55,110.3333,24.12,94,40,0.51,MY,1667760272
369,muhlacker,48.95,8.8333,9.35,73,100,1.91,DE,1667760272
370,huarmey,-10.0681,-78.1522,20.92,70,12,4.79,PE,1667760273
371,mombetsu,44.3525,143.3525,2.84,83,49,3.61,JP,1667760273
372,kushima,31.4583,131.2333,15.02,70,100,1.99,JP,1667760274
373,kodiak,57.79,-152.4072,0.73,37,0,11.32,US,1667760275
374,olavarria,-36.8927,-60.3225,26.01,26,100,6.5,AR,1667760275
375,kungurtug,50.5994,97.5228,-6.65,78,97,0.7,RU,1667760275
376,buraydah,26.326,43.975,24.25,40,19,4.74,SA,1667760064
377,askarovo,53.3372,58.5089,-6.47,85,40,2.0,RU,1667760276
378,williston,48.147,-103.618,-3.59,66,99,7.15,US,1667760276
379,skorodnoye,51.071,37.2276,0.56,81,76,3.05,RU,1667760277
380,bowen,-20.0167,148.2333,22.98,79,74,6.59,AU,1667760277
381,muroto,33.2833,134.15,17.09,65,98,4.12,JP,1667760278
382,balkhash,46.844,74.9804,4.61,64,100,2.35,KZ,1667760278
383,muyezerskiy,63.9333,31.65,2.43,97,100,5.23,RU,1667760279
384,shihezi,44.3,86.0333,8.49,47,100,0.68,CN,1667760279
385,shitanjing,39.2342,106.3439,2.71,39,0,2.03,CN,1667760279
386,udachnyy,66.4167,112.4,-29.34,100,90,1.49,RU,1667760280
387,bad durrenberg,51.3,12.0667,8.91,77,0,4.12,DE,1667760280
388,auki,-8.7676,160.7034,25.39,86,95,0.8,SB,1667760281
389,tandil,-37.3217,-59.1332,24.82,22,96,6.65,AR,1667760161
390,araouane,18.9048,-3.5265,27.95,14,0,4.01,ML,1667760281
391,korla,41.7597,86.1469,9.87,38,100,1.73,CN,1667760282
392,marystown,47.1666,-55.1483,12.28,89,100,2.98,CA,1667760283
393,benghazi,32.1167,20.0667,21.53,62,5,7.91,LY,1667760283
394,northam,51.0333,-4.2167,10.9,92,100,10.01,GB,1667760283
395,whitefish,48.4111,-114.3376,1.86,60,0,4.12,US,1667760284
396,kunming,25.0389,102.7183,7.96,93,0,3.0,CN,1667760202
397,sao jose do belmonte,-7.8614,-38.7597,28.68,50,100,3.46,BR,1667760284
398,khandyga,62.6667,135.6,-20.94,100,100,0.83,RU,1667760285
399,kudahuvadhoo,2.6708,72.8944,27.41,77,100,5.49,MV,1667760285
400,sola,-13.8833,167.55,23.37,94,68,0.0,VU,1667760286
401,pundaguitan,6.3711,126.1689,28.06,75,100,3.75,PH,1667760286
402,deputatskiy,69.3,139.9,-20.07,89,100,8.4,RU,1667760287
403,roma,43.2128,-75.4557,24.81,60,75,7.2,US,1667760011
404,oktyabrskoye,43.0645,44.7417,2.08,93,100,5.0,RU,1667760287
405,sur,22.5667,59.5289,26.62,69,100,4.3,OM,1667760288
406,sabinas,27.85,-101.1167,27.05,26,0,1.39,MX,1667760288
407,karasburg,-28.0167,18.75,25.11,23,100,8.12,NA,1667760289
408,cedar city,37.6775,-113.0619,10.22,70,0,2.06,US,1667760248
409,santa maria,-29.6842,-53.8069,24.61,38,75,8.75,BR,1667760174
410,gazli,40.1333,63.45,12.4,72,97,5.13,UZ,1667760289
411,sokol,59.4617,40.1206,-0.4,86,100,4.1,RU,1667760173
412,souillac,-20.5167,57.5167,23.21,73,40,2.57,MU,1667760290
413,ramgarh,23.6333,85.5167,22.03,66,47,1.92,IN,1667760290
414,svetlogorsk,52.6333,29.7333,5.42,92,100,4.76,BY,1667760291
415,luderitz,-26.6481,15.1594,16.98,86,16,2.0,NA,1667760291
416,bealanana,-14.55,48.7333,17.06,88,0,0.82,MG,1667760292
417,lisakovsk,52.5369,62.4936,-7.36,94,67,2.78,KZ,1667760292
418,palauig,15.435,119.9045,26.53,74,5,1.69,PH,1667760293
419,bathsheba,13.2167,-59.5167,29.34,74,20,5.14,BB,1667760293
420,carutapera,-1.195,-46.02,28.73,67,19,3.5,BR,1667760293
421,columbus,39.9612,-82.9988,23.39,57,75,7.72,US,1667760163
422,cidreira,-30.1811,-50.2056,19.32,68,2,6.03,BR,1667760294
423,kavaratti,10.5669,72.642,27.58,76,2,3.95,IN,1667760294
424,san joaquin,37.9333,-121.3011,16.87,57,75,3.6,US,1667760295
425,arlit,18.7369,7.3853,26.73,11,0,3.67,NE,1667760295
426,asau,46.4333,26.4,11.51,94,100,1.64,RO,1667760296
427,bilma,18.6853,12.9164,23.79,16,1,3.5,NE,1667760296
428,waddan,29.1614,16.139,17.8,33,0,3.08,LY,1667760297
429,denham springs,30.4869,-90.9562,31.05,66,75,3.09,US,1667760297
430,barroquinha,-3.0189,-41.1361,30.01,60,72,3.03,BR,1667760298
431,batsfjord,70.6345,29.7185,2.88,64,0,2.06,NO,1667760298
432,dongying,37.4564,118.4856,13.17,53,100,1.48,CN,1667760299
433,thinadhoo,0.5333,72.9333,27.59,77,20,5.52,MV,1667760299
434,sicamous,50.8331,-118.9856,0.66,78,100,2.44,CA,1667760300
435,jining,35.405,116.5814,10.58,54,10,2.49,CN,1667760300
436,norman wells,65.282,-126.8329,-12.98,78,75,6.69,CA,1667760301
437,yar-sale,66.8333,70.8333,-3.55,97,100,3.14,RU,1667760301
438,cockburn town,21.4612,-71.1419,24.98,73,40,4.12,TC,1667760302
439,itambacuri,-18.0311,-41.685,24.06,56,100,2.3,BR,1667760302
440,nanakuli,21.3906,-158.1547,27.7,65,0,2.57,US,1667760303
441,clarence town,-32.5833,151.7833,17.7,98,5,0.85,AU,1667760303
442,catuday,16.2923,119.8062,25.67,80,7,3.97,PH,1667760304
443,belmonte,-15.8631,-38.8828,24.91,65,67,6.45,BR,1667760305
444,isangel,-19.55,169.2667,24.06,94,5,1.03,VU,1667760305
445,nantucket,41.2835,-70.0995,21.19,85,0,6.69,US,1667760306
446,san andres,12.5847,-81.7006,30.01,70,75,2.06,CO,1667760306
447,male,4.1748,73.5089,27.97,78,75,3.6,MV,1667760307
448,ketchikan,55.3422,-131.6461,1.26,37,20,1.54,US,1667760261
449,anito,12.4497,125.2886,26.08,88,100,2.6,PH,1667760308
450,talas,38.6908,35.5538,7.37,49,0,2.57,TR,1667760308
451,santiago del estero,-27.7951,-64.2615,36.18,14,11,5.0,AR,1667760170
452,salinas,36.6777,-121.6555,17.76,51,100,3.6,US,1667760212
453,malanje,-9.5402,16.341,18.19,96,69,1.54,AO,1667760309
454,hadejia,12.4498,10.0444,26.0,16,60,3.02,NG,1667760310
455,liverpool,53.4106,-2.9779,9.97,91,75,4.12,GB,1667760068
456,alyangula,-13.8483,136.4192,26.77,77,66,0.14,AU,1667760312
457,pochutla,15.7432,-96.4661,31.57,66,92,3.0,MX,1667760313
458,nome,64.5011,-165.4064,1.04,86,100,10.8,US,1667760313
459,timbo,-26.8233,-49.2717,23.65,51,6,2.68,BR,1667760315
460,kalmunai,7.4167,81.8167,25.01,80,100,2.79,LK,1667760316
461,paslek,54.0616,19.6593,7.53,86,53,4.51,PL,1667760316
462,murray bridge,-35.1167,139.2667,17.41,64,0,2.32,AU,1667760317
463,gamba,-2.65,10.0,23.5,93,100,1.65,GA,1667760317
464,sisian,39.5256,46.0251,2.57,82,73,1.37,AM,1667760318
465,jiexiu,37.0244,111.9125,8.8,37,0,1.34,CN,1667760319
466,taltal,-25.4,-70.4833,18.2,70,23,4.05,CL,1667760319
467,brae,60.3964,-1.353,10.1,84,100,7.85,GB,1667760320
468,college,64.8569,-147.8028,-16.51,78,40,2.06,US,1667760097
469,anadyr,64.75,177.4833,-2.72,86,0,1.0,RU,1667760321
470,el tigre,8.8875,-64.2454,31.03,46,96,3.71,VE,1667760322
471,shelburne,44.0787,-80.2041,15.25,54,100,6.94,CA,1667760322
472,ruteng,-8.6136,120.4721,16.79,92,50,0.63,ID,1667760323
473,muli,2.9167,73.5667,27.15,80,20,5.53,MV,1667760323
474,guimbal,10.6633,122.3228,25.44,87,58,4.39,PH,1667760324
475,orimattila,60.8049,25.7296,7.99,92,100,4.05,FI,1667760324
476,banepa,27.6298,85.5214,13.18,88,20,1.54,NP,1667760325
477,port blair,11.6667,92.75,27.04,72,100,5.26,IN,1667760326
478,wilmington,34.2257,-77.9447,28.95,65,40,3.6,US,1667760200
479,san jose,37.3394,-121.895,17.81,54,75,1.54,US,1667760084
480,sierpc,52.8568,19.6691,5.53,78,60,3.28,PL,1667760177
481,fort nelson,58.8053,-122.7002,-14.23,72,75,3.6,CA,1667760320
482,port hardy,50.6996,-127.4199,3.1,93,75,1.54,CA,1667760138
483,verkhnetulomskiy,68.6073,31.7962,-0.93,94,100,2.56,RU,1667760327
484,vila franca do campo,37.7167,-25.4333,19.0,81,7,3.47,PT,1667760328
485,huanren,41.2647,125.3667,4.13,92,100,1.29,CN,1667760329
486,tadine,-21.55,167.8833,24.49,84,3,3.91,NC,1667760329
487,floro,61.5996,5.0328,7.98,93,75,4.63,NO,1667760330
488,kroya,-7.6331,109.2461,24.67,90,96,0.94,ID,1667760330
489,santa rosalia,27.3167,-112.2833,23.81,34,0,2.27,MX,1667760331
490,wenceslau braz,-23.8739,-49.8028,20.58,47,2,2.58,BR,1667760332
491,bar harbor,44.3876,-68.2039,20.52,83,100,8.94,US,1667760332
492,genhe,50.7833,121.5167,-15.51,100,94,0.68,CN,1667760333
493,kidal,18.4411,1.4078,26.75,13,0,4.62,ML,1667760333
494,calvinia,-31.4707,19.776,21.66,40,100,2.2,ZA,1667760334
495,catio,11.2833,-15.25,27.16,74,1,3.08,GW,1667760334
496,calatagan,13.8833,120.65,25.61,86,47,4.44,PH,1667760335
497,bagotville,-28.9833,153.4167,13.81,99,39,1.33,AU,1667760335
498,abapo,-18.8333,-63.4667,32.14,15,0,3.64,BO,1667760336
499,anupgarh,29.1911,73.2086,24.91,28,100,2.41,IN,1667760336
500,traralgon,-38.1833,146.5333,11.39,91,76,0.19,AU,1667760337
501,bourail,-21.5667,165.4833,24.09,86,2,3.05,NC,1667760337
502,cayenne,4.9333,-52.3333,26.02,94,75,2.06,GF,1667760114
503,nago,26.5881,127.9761,21.24,85,96,4.68,JP,1667760338
504,sao joao da barra,-21.6403,-41.0511,26.05,63,8,6.9,BR,1667760339
505,wellington,-41.2866,174.7756,14.75,84,13,6.17,NZ,1667760291
506,manta,-0.95,-80.7333,23.88,73,75,5.14,EC,1667760339
507,basco,20.4487,121.9702,25.9,81,33,7.46,PH,1667760340
508,pinawa,50.1489,-95.8811,0.77,72,100,4.24,CA,1667760340
509,sao jose da coroa grande,-8.8978,-35.1478,25.4,86,91,4.05,BR,1667760340
510,egvekinot,66.3167,-179.1667,-4.3,97,98,3.34,RU,1667760341
511,samandag,36.0842,35.9771,19.29,40,4,2.42,TR,1667760342
512,marsa matruh,31.3525,27.2453,22.11,30,0,5.14,EG,1667760342
513,lieksa,63.3167,30.0167,5.31,95,100,6.69,FI,1667760343
514,awjilah,29.1081,21.2869,19.19,34,0,4.2,LY,1667760343
515,troitsko-pechorsk,62.7084,56.1964,0.0,97,100,2.28,RU,1667760344
516,sabancuy,18.9667,-91.1833,30.74,58,30,1.4,MX,1667760344
517,ulladulla,-35.35,150.4667,14.25,85,100,1.98,AU,1667760345
518,luangwa,-15.6167,30.4167,27.76,55,100,1.13,ZM,1667760120
519,severodvinsk,64.5635,39.8302,-1.94,85,100,6.07,RU,1667760346
520,dukat,62.55,155.55,-11.78,97,100,2.24,RU,1667760346
521,oum hadjer,13.2954,19.6966,31.04,18,37,3.05,TD,1667760347
522,waingapu,-9.6567,120.2641,26.68,80,84,1.04,ID,1667760347
523,barra do garcas,-15.89,-52.2567,34.32,29,40,2.06,BR,1667760347
524,nishihara,26.1842,127.7558,22.6,78,100,7.2,JP,1667760348
525,tortoli,39.9256,9.6572,16.9,67,0,1.54,IT,1667760348
526,corinto,37.9407,22.9573,14.94,87,91,3.33,GR,1667760349
527,arrecife,28.963,-13.5477,22.99,73,20,6.69,ES,1667760349
528,zaysan,47.4667,84.8667,6.18,61,38,1.63,KZ,1667760350
529,blythe,33.6103,-114.5964,23.91,25,0,0.0,US,1667760350
530,chifeng,42.2683,118.9636,1.7,38,0,2.32,CN,1667760351
531,nouadhibou,20.931,-17.0347,22.99,64,0,7.2,MR,1667760351
532,tautira,-17.7333,-149.15,24.1,92,100,9.77,PF,1667760351
533,lagos,6.5833,3.75,29.18,84,100,2.14,NG,1667760352
534,buala,-8.145,159.5921,26.02,81,100,1.18,SB,1667760352
535,nieuw amsterdam,5.8833,-55.0833,32.09,58,40,1.54,SR,1667760353
536,banjar,-8.19,114.9675,24.99,89,100,1.82,ID,1667760353
537,la seyne-sur-mer,43.0982,5.8847,14.38,82,9,3.18,FR,1667760354
538,mpika,-11.8343,31.4529,22.74,37,87,0.79,ZM,1667760354
539,wanaka,-44.7,169.15,8.95,76,3,0.89,NZ,1667760355
540,kyra,49.5776,111.9753,-6.12,86,17,1.79,RU,1667760355
541,ulagan,50.6321,87.9563,-0.31,91,100,1.16,RU,1667760356
542,candelaria,13.9311,121.4233,23.84,97,95,1.91,PH,1667760356
543,novobirilyussy,56.9514,90.6661,-1.35,79,91,5.37,RU,1667760356
